component_name,component_group_name,meta_value,ID_0_rep_1,ID_0_rep_2,ID_10_rep_1,ID_10_rep_2,ID_12_rep_1,ID_12_rep_2,ID_14_rep_1,ID_14_rep_2,ID_16_rep_1,ID_16_rep_2,ID_18_rep_1,ID_18_rep_2,ID_20_rep_1,ID_20_rep_2,ID_22_rep_1,ID_22_rep_2,ID_24_rep_1,ID_24_rep_2,ID_26_rep_1,ID_26_rep_2,ID_28_rep_1,ID_28_rep_2,ID_2_rep_1,ID_2_rep_2,ID_30_rep_1,ID_30_rep_2,ID_32_rep_1,ID_32_rep_2,ID_34_rep_1,ID_34_rep_2,ID_36_rep_1,ID_36_rep_2,ID_38_rep_1,ID_38_rep_2,ID_40_rep_1,ID_40_rep_2,ID_42_rep_1,ID_42_rep_2,ID_44_rep_1,ID_44_rep_2,ID_46_rep_1,ID_46_rep_2,ID_48_rep_1,ID_48_rep_2,ID_4_rep_1,ID_4_rep_2,ID_50_rep_1,ID_50_rep_2,ID_6_rep_1,ID_6_rep_2,ID_8_rep_1,ID_8_rep_2
His_340,His_338,absolute_difference,0.007779,0.01044,0.004457,0.023152,0.032965,0.027308,0.042172,0.036223,0.047521,0.019871,0.036303,0.012263,0.061026,0.035528,0.006808,0.041081,0.028666,0.032996,0.033826,0.016487,0.033059,0.000702,0.001981,0.022911,0.028631,0.023148,0.007297,0.016427,0.006632,0.018572,0.014139,0.031212,0.040877,0.006439,0.013465,0.001131,0.000116,0.01745,0.009263,0.01795,0.024685,0.003094,0.018474,0.018211,0.070713,0.025275,0.032379,0.019921,0.001037,0.003865,0.019574,0.003718
His_340,His_338,peak_apex_int,0.083676,0.065458,0.080354,0.09905,0.108863,0.103206,0.033726,0.039675,0.028376,0.056027,0.112201,0.088161,0.136923,0.040369,0.06909,0.034817,0.104564,0.042901,0.109724,0.059411,0.108957,0.075196,0.073917,0.098809,0.104529,0.099046,0.068601,0.092325,0.069266,0.057326,0.090037,0.044685,0.035021,0.069459,0.089363,0.074767,0.075782,0.093348,0.066635,0.057948,0.100583,0.072804,0.094371,0.094109,0.146611,0.050623,0.108277,0.055977,0.074861,0.079763,0.095472,0.07218
His_341,His_338,RT,1065.783813,1065.578735,1066.897339,1043.670166,1044.136353,1043.689697,1041.05481,1039.920776,1041.430786,1034.483521,1066.823853,1065.471313,1044.333252,1048.851074,1066.131226,1038.245605,1066.185669,1048.775391,1066.081299,1046.877808,1043.976807,1065.920654,1042.90271,1053.22937,1043.906616,1043.794189,1066.263306,1066.349609,1051.632446,1022.899231,1065.997437,1048.703247,1048.720093,1043.036133,1066.106567,1066.009766,1034.247437,1066.471069,1051.834839,1052.01062,1031.716553,1066.603149,1066.662476,1043.036011,1052.174805,1030.034912,1066.171021,1043.016968,1066.589111,1043.700439,1066.504639,1043.060425
His_341,His_338,absolute_difference,0.236369,0.216287,0.174499,0.23197,0.24778,0.241865,0.461745,0.438922,0.399989,0.543729,0.155389,0.169443,0.258979,0.29437,0.214807,0.450388,0.170829,0.228042,0.2058,0.356031,0.240729,0.186768,0.368811,0.34305,0.302906,0.306057,0.17789,0.201486,0.292626,0.537201,0.198006,0.24282,0.249306,0.335947,0.182862,0.191615,0.357998,0.172284,0.257739,0.29505,0.300746,0.159575,0.135622,0.24512,0.335408,0.419944,0.136395,0.275145,0.200621,0.31205,0.230604,0.35871
His_341,His_338,peak_apex_int,0.250552,0.230471,0.188683,0.246153,0.261964,0.256049,0.475929,0.453105,0.414173,0.557912,0.169573,0.183626,0.273162,0.308553,0.228991,0.464572,0.185013,0.242226,0.219984,0.370215,0.254913,0.200951,0.382994,0.357234,0.317089,0.320241,0.192074,0.21567,0.30681,0.551385,0.21219,0.257003,0.26349,0.350131,0.197045,0.205798,0.372181,0.186467,0.271923,0.309233,0.31493,0.173759,0.149806,0.259304,0.349592,0.434128,0.150579,0.289328,0.214805,0.326234,0.244788,0.372893
His_342,His_338,RT,1065.783813,1065.578735,1066.897339,1043.670166,1044.136353,1043.689697,1041.05481,1039.920776,1041.430786,1034.483521,1066.823853,1065.471313,1044.333252,1048.851074,1066.131226,1038.245605,1066.185669,1048.775391,1066.081299,1046.877808,1043.976807,1065.920654,1042.90271,1053.22937,1043.906616,1043.794189,1066.263306,1066.349609,1051.632446,1022.899231,1065.997437,1048.703247,1048.720093,1043.036133,1066.106567,1066.009766,1034.247437,1066.471069,1051.834839,1052.01062,1031.716553,1066.603149,1066.662476,1043.036011,1052.174805,1030.034912,1066.171021,1043.016968,1066.589111,1043.700439,1066.504639,1043.060425
His_342,His_338,absolute_difference,0.103458,0.145505,0.083824,0.196536,0.132313,0.098353,0.160326,0.228969,0.141264,0.127632,0.074639,0.082277,0.163,0.303833,0.120724,0.171813,0.082489,0.365684,0.093992,0.239942,0.181917,0.093297,0.158668,0.200516,0.163026,0.159195,0.097295,0.102855,0.190008,0.178963,0.106629,0.34265,0.332819,0.103236,0.128154,0.120331,0.142502,0.104285,0.162238,0.145628,0.124172,0.086161,0.083066,0.128717,0.19276,0.194111,0.081287,0.17449,0.10024,0.177372,0.08347,0.167422
His_342,His_338,peak_apex_int,0.105748,0.147795,0.086113,0.198825,0.134603,0.100643,0.162616,0.231259,0.143553,0.129922,0.076928,0.084566,0.16529,0.306123,0.123014,0.174103,0.084778,0.367974,0.096281,0.242232,0.184207,0.095586,0.160958,0.202806,0.165316,0.161485,0.099585,0.105145,0.192298,0.181253,0.108918,0.34494,0.335108,0.105525,0.130444,0.122621,0.144792,0.106574,0.164528,0.147918,0.126462,0.088451,0.085356,0.131006,0.19505,0.196401,0.083577,0.17678,0.102529,0.179662,0.085759,0.169712
His_343,His_338,RT,1065.783813,1065.578735,1066.897339,1043.670166,1044.136353,1043.689697,1041.05481,1039.920776,1041.430786,1034.483521,1066.823853,1065.471313,1044.333252,1048.851074,1066.131226,1038.245605,1066.185669,1048.775391,1066.081299,1046.877808,1043.976807,1065.920654,1042.90271,1053.22937,1043.906616,1043.794189,1066.263306,1066.349609,1051.632446,1022.899231,1065.997437,1048.703247,1048.720093,1043.036133,1066.106567,1066.009766,1034.247437,1066.471069,1051.834839,1052.01062,1031.716553,1066.603149,1066.662476,1043.036011,1052.174805,1030.034912,1066.171021,1043.016968,1066.589111,1043.700439,1066.504639,1043.060425
His_343,His_338,absolute_difference,0.13839,0.130831,0.084339,0.139705,0.103437,0.134026,0.189011,0.124938,0.093618,0.126962,0.079929,0.09029,0.148072,0.234636,0.086915,0.148429,0.074354,0.264246,0.109353,0.184866,0.192973,0.075135,0.161677,0.182162,0.148481,0.12537,0.114352,0.087498,0.232788,0.09217,0.098606,0.248622,0.28409,0.133585,0.125378,0.111589,0.135294,0.11415,0.342601,0.32435,0.143867,0.087758,0.086313,0.158891,0.143658,0.118192,0.082073,0.128369,0.086208,0.127372,0.090967,0.141376
His_343,His_338,peak_apex_int,0.138651,0.131092,0.0846,0.139966,0.103698,0.134286,0.189272,0.125199,0.093878,0.127222,0.08019,0.090551,0.148333,0.234897,0.087176,0.148689,0.074615,0.264507,0.109614,0.185127,0.193234,0.075396,0.161937,0.182423,0.148742,0.12563,0.114612,0.087759,0.233048,0.092431,0.098866,0.248883,0.284351,0.133846,0.125639,0.111849,0.135554,0.114411,0.342861,0.324611,0.144128,0.088018,0.086574,0.159152,0.143919,0.118453,0.082334,0.12863,0.086469,0.127632,0.091227,0.141636
His_440,His_440,RT,1066.858887,1066.550659,1066.698975,1043.362183,1043.449707,1043.438965,1043.403442,1043.35022,1043.25415,1043.03479,1066.672363,1066.601318,1043.580078,1043.275024,1066.447876,1043.13269,1066.438477,1043.293213,1066.288452,1043.275757,1043.432983,1066.397705,1043.331299,1043.520264,1043.231323,1043.216797,1066.278564,1066.240601,1042.972046,1043.405396,1066.326904,1043.193237,1043.213379,1043.389404,1066.366699,1066.319458,1043.250244,1066.464722,1043.289795,1043.269409,1033.069702,1066.520752,1066.456909,1043.30542,1043.262939,1032.913452,1066.356689,1043.417969,1066.471069,1043.342773,1066.47644,1043.411255
His_440,His_440,absolute_difference,0.107774,0.119929,0.052007,0.068704,0.0681,0.069913,0.004868,0.043734,0.02662,0.002324,0.031421,0.044949,0.062154,0.086114,0.044932,0.034808,0.045068,0.072848,0.048625,0.083795,0.053222,0.044192,0.014825,0.016838,0.039317,0.054107,0.046846,0.048487,0.040054,0.013597,0.057234,0.060202,0.046466,0.051346,0.036942,0.057022,0.049181,0.057356,0.057028,0.04999,0.466913,0.048211,0.041652,0.081239,0.095362,0.508824,0.043759,0.063686,0.047475,0.054676,0.041991,0.048155
His_440,His_440,peak_apex_int,0.727427,0.739582,0.567646,0.688357,0.687753,0.689566,0.624521,0.663387,0.646273,0.621977,0.588233,0.574704,0.681807,0.705767,0.574721,0.654461,0.574585,0.692501,0.571028,0.703448,0.672875,0.575461,0.634478,0.636491,0.65897,0.67376,0.572807,0.571166,0.579599,0.606056,0.562419,0.679855,0.666119,0.670999,0.582711,0.562631,0.668834,0.562297,0.676681,0.669643,0.15274,0.571442,0.578001,0.700892,0.524291,0.110829,0.575894,0.683339,0.572178,0.674329,0.577662,0.667808
His_441,His_440,RT,1066.858887,1066.550659,1066.698975,1043.362183,1043.449707,1043.438965,1043.403442,1043.35022,1043.25415,1043.03479,1066.672363,1066.601318,1043.580078,1043.275024,1066.447876,1043.13269,1066.438477,1043.293213,1066.288452,1043.275757,1043.432983,1066.397705,1043.331299,1043.520264,1043.231323,1043.216797,1066.278564,1066.240601,1042.972046,1043.405396,1066.326904,1043.193237,1043.213379,1043.389404,1066.366699,1066.319458,1043.250244,1066.464722,1043.289795,1043.269409,1033.069702,1066.520752,1066.456909,1043.30542,1043.262939,1032.913452,1066.356689,1043.417969,1066.471069,1043.342773,1066.47644,1043.411255
His_441,His_440,absolute_difference,0.034802,0.048551,0.043522,0.007025,0.010734,0.009182,0.000612,0.038396,0.02323,0.015633,0.036735,0.034144,0.009819,0.036797,0.029684,0.002849,0.039645,0.039724,0.045251,0.026704,0.003162,0.043781,0.013002,0.013361,0.002346,0.014026,0.040587,0.04407,0.008867,0.025811,0.052863,0.02599,0.010591,0.008181,0.033514,0.034061,0.003566,0.038833,0.023346,0.040428,0.014109,0.046618,0.047447,0.034566,0.010676,0.136426,0.023911,0.035631,0.048041,0.008302,0.033334,0.008243
His_441,His_440,peak_apex_int,0.203717,0.189968,0.282041,0.231494,0.227785,0.229337,0.239131,0.200123,0.215289,0.222886,0.275254,0.272663,0.2287,0.201722,0.268203,0.241368,0.278164,0.198796,0.28377,0.211815,0.235357,0.2823,0.225517,0.225158,0.240865,0.224493,0.279106,0.282589,0.229652,0.212708,0.291382,0.212529,0.227928,0.230338,0.272033,0.27258,0.234953,0.277352,0.215173,0.198092,0.252628,0.285137,0.285966,0.203953,0.227843,0.102093,0.26243,0.202889,0.28656,0.230217,0.271853,0.230276
His_442,His_440,RT,1066.858887,1066.550659,1066.698975,1043.362183,1043.449707,1043.438965,1043.403442,1043.35022,1043.25415,1043.03479,1066.672363,1066.601318,1043.580078,1043.275024,1066.447876,1043.13269,1066.438477,1043.293213,1066.288452,1043.275757,1043.432983,1066.397705,1043.331299,1043.520264,1043.231323,1043.216797,1066.278564,1066.240601,1042.972046,1043.405396,1066.326904,1043.193237,1043.213379,1043.389404,1066.366699,1066.319458,1043.250244,1066.464722,1043.289795,1043.269409,1033.069702,1066.520752,1066.456909,1043.30542,1043.262939,1032.913452,1066.356689,1043.417969,1066.471069,1043.342773,1066.47644,1043.411255
His_442,His_440,absolute_difference,0.058563,0.059987,0.002793,0.053532,0.046261,0.046737,0.032645,0.027557,0.04582,0.031161,0.014251,0.001866,0.045295,0.043166,0.000476,0.049291,0.006411,0.040144,0.012459,0.056962,0.041805,0.012409,0.048962,0.040279,0.044097,0.042038,0.016726,0.009705,0.006414,0.04164,0.010538,0.032829,0.043347,0.045132,0.01315,0.000797,0.047225,0.00243,0.046667,0.019077,0.113518,0.011729,0.01517,0.048939,0.059282,0.061276,0.000142,0.048753,0.00848,0.036268,0.009669,0.037456
His_442,His_440,peak_apex_int,0.049264,0.04784,0.105034,0.054295,0.061566,0.06109,0.075182,0.08027,0.062007,0.076666,0.093576,0.105961,0.062532,0.064661,0.108303,0.058536,0.101416,0.067683,0.095367,0.050865,0.066022,0.095418,0.058864,0.067548,0.06373,0.065789,0.091101,0.098122,0.101413,0.066187,0.097289,0.074998,0.06448,0.062695,0.094677,0.108624,0.060602,0.105397,0.06116,0.088749,0.221345,0.096097,0.092657,0.058888,0.048544,0.046551,0.107685,0.059074,0.099347,0.071559,0.098158,0.070371
His_443,His_440,RT,1066.858887,1066.550659,1066.698975,1043.362183,1043.449707,1043.438965,1043.403442,1043.35022,1043.25415,1043.03479,1066.672363,1066.601318,1043.580078,1043.275024,1066.447876,1043.13269,1066.438477,1043.293213,1066.288452,1043.275757,1043.432983,1066.397705,1043.331299,1043.520264,1043.231323,1043.216797,1066.278564,1066.240601,1042.972046,1043.405396,1066.326904,1043.193237,1043.213379,1043.389404,1066.366699,1066.319458,1043.250244,1066.464722,1043.289795,1043.269409,1033.069702,1066.520752,1066.456909,1043.30542,1043.262939,1032.913452,1066.356689,1043.417969,1066.471069,1043.342773,1066.47644,1043.411255
His_443,His_440,absolute_difference,0.01474,0.015754,0.00507,0.009534,0.011554,0.013159,0.008672,0.015077,0.013184,0.008312,0.003701,0.008524,0.011147,0.01159,0.002304,0.003966,0.004083,0.002178,0.005137,0.009724,0.011556,0.003907,0.008871,0.001192,0.00711,0.006479,0.012046,0.003257,0.00823,0.002361,0.002115,0.007673,0.006082,0.0102,0.002589,0.003375,0.008777,0.007715,0.00406,0.005486,0.11187,0.003515,0.001485,0.008316,0.023095,0.165101,0.002999,0.001834,0.00302,0.014241,0.01358,0.011414
His_443,His_440,peak_apex_int,0.011905,0.010891,0.031715,0.01711,0.01509,0.013485,0.017973,0.011568,0.039829,0.034957,0.030346,0.035169,0.015498,0.015055,0.028948,0.022678,0.030728,0.024466,0.031781,0.016921,0.015088,0.030551,0.017774,0.027836,0.019535,0.020166,0.038691,0.029902,0.018415,0.024284,0.028759,0.018972,0.020562,0.016445,0.024055,0.03002,0.017867,0.03436,0.022585,0.021159,0.138515,0.03016,0.028129,0.018328,0.04974,0.191745,0.029644,0.02481,0.029665,0.012404,0.040225,0.01523
His_444,His_440,RT,1066.858887,1066.550659,1066.698975,1043.362183,1043.449707,1043.438965,1043.403442,1043.35022,1043.25415,1043.03479,1066.672363,1066.601318,1043.580078,1043.275024,1066.447876,1043.13269,1066.438477,1043.293213,1066.288452,1043.275757,1043.432983,1066.397705,1043.331299,1043.520264,1043.231323,1043.216797,1066.278564,1066.240601,1042.972046,1043.405396,1066.326904,1043.193237,1043.213379,1043.389404,1066.366699,1066.319458,1043.250244,1066.464722,1043.289795,1043.269409,1033.069702,1066.520752,1066.456909,1043.30542,1043.262939,1032.913452,1066.356689,1043.417969,1066.471069,1043.342773,1066.47644,1043.411255
His_444,His_440,absolute_difference,0.003847,0.001329,0.003142,0.003069,0.00088,0.001682,0.010328,0.012249,0.008599,0.007518,0.002248,0.00024,0.002327,0.00094,0.004273,0.003226,0.001242,0.001268,0.003245,0.000652,0.00322,0.003868,0.004721,0.006687,0.000536,0.000461,0.003091,0.005105,0.017545,0.022082,0.00432,0.001755,0.001792,0.000571,0.005839,0.009618,0.001088,0.002696,0.002566,0.00016,0.0944,0.002963,0.002931,0.000139,0.04781,0.286593,0.009071,0.008191,0.002088,0.003632,0.001022,0.000651
His_444,His_440,peak_apex_int,0.00232,0.004837,0.009309,0.003097,0.005286,0.004484,0.016494,0.018415,0.014765,0.013685,0.008414,0.006407,0.003839,0.005226,0.010439,0.009392,0.007408,0.007434,0.009411,0.006819,0.002946,0.010034,0.010887,0.012854,0.006702,0.006627,0.009257,0.011272,0.023711,0.028248,0.010486,0.004412,0.007958,0.006738,0.012005,0.015785,0.007254,0.008862,0.008732,0.006326,0.100567,0.009129,0.009097,0.006027,0.053977,0.292759,0.015238,0.014357,0.008254,0.002534,0.007188,0.005516
His_445,His_440,RT,1066.858887,1066.550659,1066.698975,1043.362183,1043.449707,1043.438965,1043.403442,1043.35022,1043.25415,1043.03479,1066.672363,1066.601318,1043.580078,1043.275024,1066.447876,1043.13269,1066.438477,1043.293213,1066.288452,1043.275757,1043.432983,1066.397705,1043.331299,1043.520264,1043.231323,1043.216797,1066.278564,1066.240601,1042.972046,1043.405396,1066.326904,1043.193237,1043.213379,1043.389404,1066.366699,1066.319458,1043.250244,1066.464722,1043.289795,1043.269409,1033.069702,1066.520752,1066.456909,1043.30542,1043.262939,1032.913452,1066.356689,1043.417969,1066.471069,1043.342773,1066.47644,1043.411255
His_445,His_440,absolute_difference,0.00126,0.003285,0.001379,0.002223,0.00033,0.000096,0.014714,0.013617,0.00897,0.015334,0.001946,0.002569,0.00367,0.004128,0.005307,0.006264,0.002624,0.004574,0.003796,0.005267,0.004071,0.003865,0.014608,0.013836,0.004423,0.003787,0.004247,0.003533,0.018,0.041946,0.004508,0.004076,0.00708,0.00356,0.006158,0.00592,0.005329,0.007219,0.007173,0.006689,0.069934,0.004518,0.0029,0.005947,0.051006,0.117843,0.003525,0.010376,0.001272,0.003083,0.001628,0.004953
His_445,His_440,peak_apex_int,0.002301,0.004326,0.00242,0.003263,0.00137,0.000945,0.015754,0.014657,0.010011,0.016374,0.002986,0.003609,0.00471,0.005169,0.006348,0.007305,0.003665,0.005615,0.004837,0.006308,0.005112,0.004906,0.015649,0.014877,0.005464,0.004828,0.005288,0.004574,0.019041,0.042987,0.005549,0.005117,0.008121,0.0046,0.007199,0.00696,0.00637,0.00826,0.008214,0.00773,0.070975,0.005558,0.003941,0.006988,0.052047,0.118884,0.004566,0.011417,0.002313,0.004124,0.002668,0.005993
His_446,His_440,RT,1066.858887,1066.550659,1066.698975,1043.362183,1043.449707,1043.438965,1043.403442,1043.35022,1043.25415,1043.03479,1066.672363,1066.601318,1043.580078,1043.275024,1066.447876,1043.13269,1066.438477,1043.293213,1066.288452,1043.275757,1043.432983,1066.397705,1043.331299,1043.520264,1043.231323,1043.216797,1066.278564,1066.240601,1042.972046,1043.405396,1066.326904,1043.193237,1043.213379,1043.389404,1066.366699,1066.319458,1043.250244,1066.464722,1043.289795,1043.269409,1033.069702,1066.520752,1066.456909,1043.30542,1043.262939,1032.913452,1066.356689,1043.417969,1066.471069,1043.342773,1066.47644,1043.411255
His_446,His_440,absolute_difference,0.002917,0.002406,0.001686,0.002233,0.001,0.000943,0.010796,0.01143,0.011676,0.013306,0.001042,0.001339,0.002763,0.002251,0.002889,0.00611,0.003884,0.003356,0.003656,0.003675,0.002451,0.00118,0.036681,0.015086,0.004584,0.004187,0.0036,0.002227,0.02802,0.019381,0.003966,0.003968,0.004682,0.008035,0.00717,0.003251,0.00397,0.003322,0.007307,0.008152,0.063081,0.002327,0.002059,0.004775,0.043408,0.13699,0.004394,0.003966,0.001533,0.004684,0.002096,0.004657
His_446,His_440,peak_apex_int,0.003067,0.002556,0.001836,0.002383,0.00115,0.001092,0.010945,0.01158,0.011826,0.013455,0.001192,0.001488,0.002913,0.0024,0.003038,0.006259,0.004033,0.003505,0.003806,0.003824,0.0026,0.00133,0.03683,0.015235,0.004734,0.004337,0.003749,0.002376,0.02817,0.01953,0.004116,0.004117,0.004832,0.008185,0.00732,0.003401,0.004119,0.003472,0.007456,0.008302,0.06323,0.002477,0.002208,0.004924,0.043558,0.137139,0.004543,0.004115,0.001683,0.004834,0.002245,0.004806
Ile_274,Ile_274,RT,395.38678,395.251129,395.253693,395.256714,395.29126,395.260742,395.214905,395.293182,395.323273,395.271118,395.307068,395.249725,395.242981,395.226257,395.351593,395.277161,395.31665,395.240082,395.300293,395.290192,395.253571,395.264343,395.19519,395.209045,395.266998,395.311859,395.220734,395.227081,395.093231,394.987823,395.256683,395.103973,395.220856,395.147522,395.246765,395.230286,395.181793,395.172882,395.204315,395.275452,395.256989,395.210785,395.242401,395.262146,394.88678,395.098083,395.154938,395.185974,395.339203,395.276245,395.30545,395.263092
Ile_274,Ile_274,absolute_difference,0.009293,0.008299,0.516418,0.513407,0.50859,0.510901,0.498678,0.505933,0.506,0.506878,0.507093,0.509943,0.511705,0.512711,0.507417,0.51064,0.512791,0.514311,0.503777,0.505827,0.50297,0.504217,0.484194,0.486249,0.514607,0.510991,0.505733,0.505111,0.509964,0.502706,0.51204,0.508903,0.505247,0.500703,0.509837,0.510237,0.509637,0.508235,0.506752,0.508826,0.506835,0.505813,0.510967,0.510871,0.403589,0.436166,0.510041,0.512819,0.504683,0.506314,0.509023,0.511562
Ile_274,Ile_274,peak_apex_int,0.7231,0.724094,0.215975,0.218986,0.223803,0.221492,0.233715,0.22646,0.226393,0.225515,0.2253,0.22245,0.220688,0.219682,0.224976,0.221753,0.219602,0.218082,0.228616,0.226566,0.229423,0.228176,0.248199,0.246144,0.217786,0.221402,0.22666,0.227282,0.222429,0.229687,0.220353,0.22349,0.227146,0.23169,0.222556,0.222156,0.222756,0.224158,0.225641,0.223567,0.225558,0.22658,0.221426,0.221522,0.328804,0.296227,0.222352,0.219574,0.22771,0.226079,0.22337,0.220831
Ile_275,Ile_274,RT,395.38678,395.251129,395.253693,395.256714,395.29126,395.260742,395.214905,395.293182,395.323273,395.271118,395.307068,395.249725,395.242981,395.226257,395.351593,395.277161,395.31665,395.240082,395.300293,395.290192,395.253571,395.264343,395.19519,395.209045,395.266998,395.311859,395.220734,395.227081,395.093231,394.987823,395.256683,395.103973,395.220856,395.147522,395.246765,395.230286,395.181793,395.172882,395.204315,395.275452,395.256989,395.210785,395.242401,395.262146,394.88678,395.098083,395.154938,395.185974,395.339203,395.276245,395.30545,395.263092
Ile_275,Ile_274,absolute_difference,0.007393,0.007027,0.206387,0.204488,0.207129,0.205822,0.202196,0.197387,0.201282,0.207573,0.208384,0.208944,0.207583,0.209155,0.208794,0.210844,0.20889,0.212136,0.207406,0.207619,0.206441,0.209266,0.200866,0.203764,0.20535,0.204299,0.207898,0.207323,0.207915,0.196989,0.209819,0.207804,0.203342,0.202945,0.20741,0.208081,0.207908,0.207084,0.210739,0.209603,0.210097,0.209788,0.208203,0.20714,0.14717,0.177316,0.208926,0.208807,0.207093,0.205292,0.206453,0.207529
Ile_275,Ile_274,peak_apex_int,0.190235,0.189869,0.389229,0.38733,0.389971,0.388664,0.385038,0.380229,0.384123,0.390415,0.391226,0.391785,0.390425,0.391997,0.391635,0.393686,0.391732,0.394978,0.390248,0.390461,0.389283,0.392108,0.383707,0.386606,0.388192,0.387141,0.39074,0.390165,0.390757,0.379831,0.392661,0.390646,0.386184,0.385787,0.390251,0.390922,0.39075,0.389926,0.393581,0.392445,0.392939,0.39263,0.391045,0.389982,0.330012,0.360158,0.391768,0.391649,0.389935,0.388134,0.389295,0.390371
Ile_276,Ile_274,RT,395.38678,395.251129,395.253693,395.256714,395.29126,395.260742,395.214905,395.293182,395.323273,395.271118,395.307068,395.249725,395.242981,395.226257,395.351593,395.277161,395.31665,395.240082,395.300293,395.290192,395.253571,395.264343,395.19519,395.209045,395.266998,395.311859,395.220734,395.227081,395.093231,394.987823,395.256683,395.103973,395.220856,395.147522,395.246765,395.230286,395.181793,395.172882,395.204315,395.275452,395.256989,395.210785,395.242401,395.262146,394.88678,395.098083,395.154938,395.185974,395.339203,395.276245,395.30545,395.263092
Ile_276,Ile_274,absolute_difference,0.000862,0.000728,0.195124,0.19547,0.190789,0.192306,0.187368,0.197786,0.193627,0.187886,0.188684,0.19022,0.191628,0.191966,0.189197,0.190812,0.191503,0.190588,0.188337,0.188064,0.186821,0.187328,0.180892,0.177238,0.195145,0.192199,0.189029,0.188056,0.192205,0.186601,0.190283,0.189713,0.190899,0.18762,0.193089,0.191445,0.191965,0.19036,0.185715,0.189591,0.187378,0.187276,0.191344,0.193132,0.157877,0.159343,0.191618,0.194265,0.186987,0.188659,0.191246,0.189322
Ile_276,Ile_274,peak_apex_int,0.071994,0.07186,0.266256,0.266602,0.261921,0.263438,0.2585,0.268918,0.264759,0.259019,0.259816,0.261352,0.26276,0.263098,0.260329,0.261944,0.262635,0.26172,0.259469,0.259197,0.257954,0.25846,0.252024,0.24837,0.266277,0.263331,0.260162,0.259189,0.263338,0.257733,0.261415,0.260845,0.262031,0.258752,0.264221,0.262578,0.263097,0.261492,0.256847,0.260723,0.25851,0.258408,0.262476,0.264264,0.229009,0.230475,0.262751,0.265397,0.258119,0.259792,0.262378,0.260454
Ile_277,Ile_274,RT,395.38678,395.251129,395.253693,395.256714,395.29126,395.260742,395.214905,395.293182,395.323273,395.271118,395.307068,395.249725,395.242981,395.226257,395.351593,395.277161,395.31665,395.240082,395.300293,395.290192,395.253571,395.264343,395.19519,395.209045,395.266998,395.311859,395.220734,395.227081,395.093231,394.987823,395.256683,395.103973,395.220856,395.147522,395.246765,395.230286,395.181793,395.172882,395.204315,395.275452,395.256989,395.210785,395.242401,395.262146,394.88678,395.098083,395.154938,395.185974,395.339203,395.276245,395.30545,395.263092
Ile_277,Ile_274,absolute_difference,0.000721,0.00042,0.084979,0.084114,0.082182,0.083608,0.080861,0.080385,0.082588,0.081044,0.081833,0.081715,0.083227,0.08329,0.080915,0.081049,0.082532,0.081967,0.080748,0.081783,0.081071,0.079761,0.07569,0.078114,0.084671,0.084648,0.08081,0.081422,0.078723,0.086726,0.083296,0.083243,0.082006,0.08113,0.080767,0.082467,0.081243,0.081999,0.080926,0.081288,0.081518,0.080679,0.08285,0.082226,0.066787,0.068561,0.080912,0.08171,0.081927,0.083424,0.081649,0.085381
Ile_277,Ile_274,peak_apex_int,0.012253,0.011952,0.096512,0.095646,0.093715,0.095141,0.092393,0.091918,0.094121,0.092576,0.093365,0.093247,0.094759,0.094823,0.092448,0.092581,0.094065,0.0935,0.09228,0.093316,0.092604,0.091293,0.087222,0.089647,0.096204,0.09618,0.092342,0.092954,0.090256,0.098258,0.094828,0.094776,0.093538,0.092662,0.092299,0.093999,0.092775,0.093531,0.092459,0.09282,0.093051,0.092212,0.094382,0.093759,0.078319,0.080093,0.092445,0.093242,0.093459,0.094957,0.093182,0.096913
Ile_278,Ile_274,RT,395.38678,395.251129,395.253693,395.256714,395.29126,395.260742,395.214905,395.293182,395.323273,395.271118,395.307068,395.249725,395.242981,395.226257,395.351593,395.277161,395.31665,395.240082,395.300293,395.290192,395.253571,395.264343,395.19519,395.209045,395.266998,395.311859,395.220734,395.227081,395.093231,394.987823,395.256683,395.103973,395.220856,395.147522,395.246765,395.230286,395.181793,395.172882,395.204315,395.275452,395.256989,395.210785,395.242401,395.262146,394.88678,395.098083,395.154938,395.185974,395.339203,395.276245,395.30545,395.263092
Ile_278,Ile_274,absolute_difference,0.000269,0.000089,0.024803,0.02409,0.023508,0.023915,0.022482,0.025096,0.022851,0.024958,0.023381,0.02413,0.024275,0.023483,0.023807,0.022863,0.024546,0.024449,0.022425,0.023608,0.0236,0.02311,0.022456,0.022477,0.023969,0.024344,0.023265,0.023412,0.024741,0.025941,0.023861,0.023156,0.023992,0.023987,0.023248,0.023031,0.02372,0.023763,0.024104,0.02375,0.02294,0.022992,0.023654,0.023398,0.022214,0.025531,0.023577,0.02298,0.02356,0.024083,0.024607,0.023985
Ile_278,Ile_274,peak_apex_int,0.002174,0.001994,0.026709,0.025996,0.025414,0.025821,0.024387,0.027001,0.024757,0.026864,0.025287,0.026036,0.026181,0.025388,0.025713,0.024768,0.026452,0.026355,0.024331,0.025513,0.025506,0.025016,0.024362,0.024383,0.025875,0.02625,0.025171,0.025318,0.026647,0.027847,0.025766,0.025062,0.025898,0.025893,0.025154,0.024937,0.025626,0.025669,0.02601,0.025656,0.024846,0.024898,0.02556,0.025304,0.024119,0.027437,0.025483,0.024886,0.025466,0.025989,0.026513,0.025891
